ID,Title,ShortTitle,Identifier,Summary,Modified,ReasonDelivery,ExplanatoryText,Language,Catalog,Frequency,Period,ShortDescription,Description,DefaultPresentation,DefaultSelection,GraphTypes,OutputStatus,Source,MetaDataModified,SearchPriority
GM0329,Loenen,"Opgeheven per 01-01-2011, overgegaan naar:
- Stichtse Vecht (GM1904),
... 2497 hectare met 3522 woningen en 8562 inwoners
.
Begindatum voor 1830

",,,,,,,,,,,,,,,,,,
GM0809,Loon op Zand,"Grenswijziging per 01-01-2004, ontvangen van:
- Waalwijk (GM0867),
... 1 hectare met 12 woningen en 25 inwoners

Grenswijziging per 01-01-1999, ontvangen van:
- Tilburg (GM0855),
... 16 hectare met 18 woningen en 71 inwoners

Grenswijziging per 01-01-1997, ontvangen van:
- Sprang-Capelle (GM0849),
... 14 hectare met 3 woningen en 12 inwoners
Grenswijziging per 01-01-1997, overgegaan naar:
- Heusden (GM0797),
... 4 hectare met 0 woningen en 0 inwoners
- Tilburg (GM0855),
... 153 hectare met 1 woning en 1 inwoner
Begindatum voor 1830

",,,,,,,,,,,,,,,,,,
GM0330,Loosdrecht,"Opgeheven per 01-01-2002, overgegaan naar:
- Wijdemeren (GM1696),
... 1533 hectare met 3677 woningen en 8902 inwoners

Begindatum voor 1830

",,,,,,,,,,,,,,,,,,
GM0331,Lopik,"Begindatum voor 1830

",,,,,,,,,,,,,,,,,,
GM0024,Loppersum,"Opgeheven per 01-01-2021, overgegaan naar:
- Eemsdelta (GM1979),
... 11104 hectare met 4782 woningen en 9495 inwoners

Begindatum voor 1830
",,,,,,,,,,,,,,,,,,
GM0168,Losser,"Grenswijziging per 01-01-2001, overgegaan naar:
- Oldenzaal (GM0173),
... 52 hectare met 8 woningen en 25 inwoners

Begindatum voor 1830

",,,,,,,,,,,,,,,,,,
GM0810,Luyksgestel,"Opgeheven per 01-01-1997, overgegaan naar:
- Bergeyk (GM0749),
... 2261 hectare met 1027 woningen en 2897 inwoners
Begindatum voor 1830

",,,,,,,,,,,,,,,,,,
GM0811,Maarheeze,"Opgeheven per 01-01-1997, overgegaan naar:
- Budel (GM0759),
... 3734 hectare met 2806 woningen en 7723 inwoners
- Heeze-Leende (GM1658),
... 1758 hectare met 415 woningen en 1441 inwoners
Begindatum voor 1830

",,,,,,,,,,,,,,,,,,
GM0332,Maarn,"Opgeheven per 01-01-2006, overgegaan naar:
- Utrechtse Heuvelrug (GM1581),
... 2516 hectare met 2523 woningen en 5934 inwoners
Begindatum voor 1830

",,,,,,,,,,,,,,,,,,
GM0333,Maarssen,"Opgeheven per 01-01-2011, overgegaan naar:
- Stichtse Vecht (GM1904),
... 2724 hectare met 16212 woningen en 39752 inwoners
.
Grenswijziging per 01-01-2010, ontvangen van:
- Utrecht (GM0344),
... 12 hectare met 0 woningen en 0 inwoners
Grenswijziging per 01-01-2010, overgegaan naar:
- Utrecht (GM0344),
... 2 hectare met 0 woningen en 0 inwoners

Grenswijziging per 01-01-2001, overgegaan naar:
- Utrecht (GM0344),
... 96 hectare met 45 woningen en 97 inwoners

Begindatum voor 1830

",,,,,,,,,,,,,,,,,,
GM0334,Maartensdijk,"Opgeheven per 01-01-2001, overgegaan naar:
- De Bilt (GM0310),
... 3968 hectare met 3668 woningen en 9585 inwoners

Begindatum voor 1830

",,,,,,,,,,,,,,,,,,
GM0933,Maasbracht,"Opgeheven per 01-01-2007, overgegaan naar:
- Maasgouw (GM1641),
... 2054 hectare met 5713 woningen en 13587 inwoners

Grenswijziging per 01-01-1998, overgegaan naar:
- Echt (GM0902),
... 177 hectare met 10 woningen en 34 inwoners
Begindatum 02-01-1839

",,,,,,,,,,,,,,,,,,
GM0934,Maasbree,"Opgeheven per 01-01-2010, overgegaan naar:
- Peel en Maas (GM1894),
... 4940 hectare met 5100 woningen en 13094 inwoners

Grenswijziging per 01-01-2001, overgegaan naar:
- Venlo (GM0983),
... 81 hectare met 0 woningen en 0 inwoners

Grenswijziging per 01-01-1996, overgegaan naar:
- Venlo (GM0983),
... 9 hectare met 0 woningen en 0 inwoners

Begindatum 02-01-1839

",,,,,,,,,,,,,,,,,,
GM1671,Maasdonk,"Opgeheven per 01-01-2015, overgegaan naar:
- 's-Hertogenbosch (GM0796),
... 2619 hectare met 2818 woningen en 6719 inwoners
- Oss (GM0828),
... 1106 hectare met 1845 woningen en 4629 inwoners

Grenswijziging per 01-01-2000, ontvangen van:
- Oss (GM0828),
... 20 hectare met 0 woningen en 0 inwoners

Grenswijziging per 01-01-1996, ontvangen van:
- Berlicum (GM0752),
... 75 hectare met 25 woningen en 78 inwoners

Begindatum 01-01-1993

",,,,,,,,,,,,,,,,,,
GM0263,Maasdriel,"Grenswijziging per 01-01-2000, ontvangen van:
- Zaltbommel (GM0297),
... 56 hectare met 0 woningen en 0 inwoners

Gemeentelijke herindeling per 01-01-1999, ontvangen van:
- Ammerzoden (GM0198),
... 991 hectare met 1551 woningen en 4443 inwoners
- Hedel (GM0245),
... 1245 hectare met 1637 woningen en 4461 inwoners
- Heerewaarden (GM0247),
... 561 hectare met 532 woningen en 1349 inwoners
- Maasdriel (GM0263),
... 2619 hectare met 3385 woningen en 9451 inwoners
- Rossum (GM0276),
... 1270 hectare met 1231 woningen en 3230 inwoners

Begindatum 01-08-1944

",,,,,,,,,,,,,,,,,,
GM1641,Maasgouw,"Ontstaan per 01-01-2007 uit:
- Heel (GM1937),
... 1949 hectare met 3097 woningen en 8326 inwoners
- Maasbracht (GM0933),
... 2054 hectare met 5713 woningen en 13587 inwoners
- Thorn (GM0977),
... 578 hectare met 1081 woningen en 2584 inwoners
Begindatum 01-01-2007

",,,,,,,,,,,,,,,,,,
GM1991,Maashorst,"Ontstaan per 01-01-2022, ontvangen van:
- Landerd (GM1685)
- Uden (GM0856)

",,,,,,,,,,,,,,,,,,
GM0555,Maasland,"Opgeheven per 01-01-2004, overgegaan naar:
- Maassluis (GM0556),
... 112 hectare met 45 woningen en 113 inwoners
- Midden-Delfland (GM1842),
... 1867 hectare met 2363 woningen en 6340 inwoners
- Westland (GM1783),
... 349 hectare met 104 woningen en 166 inwoners

Begindatum voor 1830

",,,,,,,,,,,,,,,,,,
GM0556,Maassluis,"Grenswijziging per 01-01-2004, ontvangen van:
- Maasland (GM0555),
... 112 hectare met 45 woningen en 113 inwoners

Begindatum voor 1830

",,,,,,,,,,,,,,,,,,
GM0935,Maastricht,"Grenswijziging per 01-01-1999, ontvangen van:
- Eijsden (GM0905),
... 85 hectare met 6 woningen en 28 inwoners

Begindatum voor 1830

",,,,,,,,,,,,,,,,,,
GM1665,Made,"Naamswijziging per 25-04-1998,
nieuwe naam: Drimmelen (GM1719)

Ontstaan per 01-01-1997, ontvangen van:
- Hooge en Lage Zwaluwe (GM0802),
... 2755 hectare met 2138 woningen en 5559 inwoners
- Made en Drimmelen (GM0812),
... 3986 hectare met 4545 woningen en 12126 inwoners
- Terheijden (GM0853),
... 1949 hectare met 3015 woningen en 8595 inwoners
Grenswijziging per 01-01-1997, ontvangen van:
- Oosterhout (GM0826),
... 123 hectare met 12 woningen en 36 inwoners
- Werkendam (GM0870),
... 2 hectare met 0 woningen en 0 inwoners
- Zevenbergen (GM0878),
... 844 hectare met 56 woningen en 151 inwoners
Begindatum 01-01-1997

",,,,,,,,,,,,,,,,,,
GM0812,Made en Drimmelen,"Opgeheven per 01-01-1997, overgegaan naar:
- Geertruidenberg (GM0779),
... 137 hectare met 44 woningen en 58 inwoners
- Made (GM1665),
... 3986 hectare met 4545 woningen en 12126 inwoners
- Werkendam (GM0870),
... 43 hectare met 7 woningen en 0 inwoners

Begindatum voor 1830

",,,,,,,,,,,,,,,,,,
GM0936,Margraten,"Opgeheven per 01-01-2011, overgegaan naar:
- Eijsden-Margraten (GM1903),
... 5766 hectare met 5554 woningen en 13375 inwoners

Begindatum 02-01-1839

",,,,,,,,,,,,,,,,,,
GM0686,Mariekerke,"Opgeheven per 01-01-1997, overgegaan naar:
- Veere (GM0717),
... 3466 hectare met 1390 woningen en 4213 inwoners

Begindatum 01-07-1966

",,,,,,,,,,,,,,,,,,
GM0169,Markelo,"Opgeheven per 01-01-2001, overgegaan naar:
- Hof van Twente (GM1735),
... 8921 hectare met 2670 woningen en 7183 inwoners
- Rijssen (GM0178),
... 235 hectare met 27 woningen en 89 inwoners

Grenswijziging per 01-01-1995, overgegaan naar:
- Goor (GM0156),
... 27 hectare met 1 woning en 4 inwoners

Begindatum voor 1830

",,,,,,,,,,,,,,,,,,
GM1663,De Marne,"Opgeheven per 01-01-2019, overgegaan naar:
- Het Hogeland (GM1966),
... 17068 hectare met 5204 woningen en 10037 inwoners

Begindatum 01-01-1992
",,,,,,,,,,,,,,,,,,
GM0025,Marum,"Opgeheven per 01-01-2019, overgegaan naar:
- Westerkwartier (GM1969),
... 6437 hectare met 4447 woningen en 10484 inwoners

Grenswijziging per 01-01-1998, overgegaan naar:
- Smallingerland (GM0090),
... 1 woning en 5 inwoners

Begindatum voor 1830
",,,,,,,,,,,,,,,,,,
GM0264,Maurik,"Opgeheven per 01-01-1999, overgegaan naar:
- Buren (GM0214),
... 3780 hectare met 2384 woningen en 6744 inwoners

Begindatum voor 1830

",,,,,,,,,,,,,,,,,,
GM0420,Medemblik,"Gemeentelijke herindeling per 01-01-2011, ontvangen van:
- Andijk (GM0364),
... 2114 hectare met 2594 woningen en 6518 inwoners
- Medemblik (GM0420),
... 7727 hectare met 11278 woningen en 27627 inwoners
- Wervershoof (GM0459),
... 2340 hectare met 3347 woningen en 8746 inwoners
.
Gemeentelijke herindeling per 01-01-2007, ontvangen van:
- Medemblik (GM0420),
... 731 hectare met 3328 woningen en 7744 inwoners
- Noorder-Koggenland (GM0529),
... 4974 hectare met 4195 woningen en 10596 inwoners
- Wognum (GM0466),
... 2033 hectare met 2978 woningen en 8229 inwoners

Begindatum voor 1830

",,,,,,,,,,,,,,,,,,
GM0993,Meerlo-Wanssum,"Opgeheven per 01-01-2010, overgegaan naar:
- Horst aan de Maas (GM1507),
... 2055 hectare met 1684 woningen en 4309 inwoners
- Venray (GM0984),
... 1789 hectare met 1350 woningen en 3504 inwoners

Begindatum 01-07-1969

",,,,,,,,,,,,,,,,,,
GM0938,Meerssen,"Begindatum 02-01-1839

",,,,,,,,,,,,,,,,,,
GM1948,Meierijstad,"Ontstaan per 01-01-2017, ontvangen van:
- Schijndel (GM0844),
... 4153 hectare met 9901 woningen en 23722 inwoners
- Sint-Oedenrode (GM0846),
... 6441 hectare met 7408 woningen en 17892 inwoners
- Veghel (GM0860),
... 7816 hectare met 15839 woningen en 38255 inwoners
Begindatum 01-01-2017
",,,,,,,,,,,,,,,,,,
GM0941,Meijel,"Opgeheven per 01-01-2010, overgegaan naar:
- Peel en Maas (GM1894),
... 1984 hectare met 2308 woningen en 6047 inwoners
Begindatum 02-01-1839
",,,,,,,,,,,,,,,,,,
GM0083,Menaldumadeel,"Naamswijziging per 01-01-2011,
nieuwe naam: Menameradiel (GM1908)

Begindatum voor 1830

",,,,,,,,,,,,,,,,,,
GM1908,Menameradiel,"Opgeheven per 01-01-2018, overgegaan naar:
- Waadhoeke (GM1949),
... 6884 hectare met 5877 woningen en 13450 inwoners

Naamswijziging per 01-01-2011,
oude naam: Menaldumadeel (GM0083)
Begindatum 01-01-2011
",,,,,,,,,,,,,,,,,,
GM1987,Menterwolde,"Opgeheven per 01-01-2018, overgegaan naar:
- Midden-Groningen (GM1952),
... 8025 hectare met 5400 woningen en 12013 inwoners

Begindatum 01-02-1991
",,,,,,,,,,,,,,,,,,
GM0119,Meppel,"Grenswijziging per 01-01-2000, overgegaan naar:
- De Wolden (GM1690),
... 18 hectare met 2 woningen en 4 inwoners

Gemeentelijke herindeling per 01-01-1998, ontvangen van:
- Meppel (GM0119),
... 1479 hectare met 11113 woningen en 25595 inwoners
- Nijeveen (GM0121),
... 2539 hectare met 1154 woningen en 3100 inwoners
Grenswijziging per 01-01-1998, ontvangen van:
- Havelte (GM0117),
... 463 hectare met 26 woningen en 67 inwoners
- Ruinerwold (GM0128),
... 569 hectare met 52 woningen en 141 inwoners
- De Wijk (GM0135),
... 534 hectare met 86 woningen en 236 inwoners
Grenswijziging per 01-01-1997, ontvangen van:
- Staphorst (GM0180),
... 81 hectare met 5 woningen en 10 inwoners

Begindatum voor 1830

",,,,,,,,,,,,,,,,,,
GM0687,Middelburg (Z.),"Gemeentelijke herindeling per 01-01-1997, ontvangen van:
- Arnemuiden (GM0649),
... 1498 hectare met 1757 woningen en 5089 inwoners
- Middelburg (Z.) (GM0687),
... 3201 hectare met 17161 woningen en 39515 inwoners
Grenswijziging per 01-01-1997, ontvangen van:
- Borsele (GM0654),
... 1 hectare met 0 woningen en 0 inwoners
- Goes (GM0664),
... 1 hectare met 0 woningen en 0 inwoners
- Veere (GM0717),
... 95 hectare met 32 woningen en 69 inwoners
- Vlissingen (GM0718),
... 62 hectare met 4 woningen en 7 inwoners
Grenswijziging per 01-01-1997, overgegaan naar:
- Vlissingen (GM0718),
... 2 hectare met 0 woningen en 0 inwoners

Grenswijziging per 01-01-1996, overgegaan naar:
- Arnemuiden (GM0649),
... 5 hectare met 0 woningen en 0 inwoners

Begindatum voor 1830

",,,,,,,,,,,,,,,,,,
GM0559,Middelharnis,"Opgeheven per 01-01-2013, overgegaan naar:
- Goeree-Overflakkee (GM1924),
... 6071 hectare met 7611 woningen en 18070 inwoners

Begindatum voor 1830
",,,,,,,,,,,,,,,,,,
GM1842,Midden-Delfland,"Ontstaan per 01-01-2004, ontvangen van:
- Maasland (GM0555),
... 1867 hectare met 2363 woningen en 6340 inwoners
- Schipluiden (GM0607),
... 2509 hectare met 3887 woningen en 10525 inwoners
Grenswijziging per 01-01-2004, ontvangen van:
- De Lier (GM0552),
... 24 hectare met 2 woningen en 3 inwoners
- Delft (GM0503),
... 346 hectare met 56 woningen en 204 inwoners
Begindatum 01-01-2004

",,,,,,,,,,,,,,,,,,
GM1731,Midden-Drenthe,"Naamswijziging per 01-01-2000,
oude naam: Middenveld (GM1697)
Begindatum 01-01-2000

",,,,,,,,,,,,,,,,,,
GM1952,Midden-Groningen,"Ontstaan per 01-01-2018, ontvangen van:
- Hoogezand-Sappemeer (GM0018),
... 6646 hectare met 16115 woningen en 34158 inwoners
- Menterwolde (GM1987),
... 8025 hectare met 5400 woningen en 12013 inwoners
- Slochteren (GM0040),
... 13402 hectare met 6510 woningen en 14782 inwoners
Begindatum 01-01-2018
",,,,,,,,,,,,,,,,,,
GM0688,Middenschouwen,"Opgeheven per 01-01-1997, overgegaan naar:
- Schouwen-Duiveland (GM1676),
... 4545 hectare met 1136 woningen en 2696 inwoners

Begindatum 01-01-1961

",,,,,,,,,,,,,,,,,,
GM1697,Middenveld,"Naamswijziging per 01-01-2000,
nieuwe naam: Midden-Drenthe (GM1731)

Ontstaan per 01-01-1998, ontvangen van:
- Beilen (GM0107),
... 14813 hectare met 5489 woningen en 14412 inwoners
- Smilde (GM0131),
... 5807 hectare met 3780 woningen en 9767 inwoners
- Westerbork (GM0134),
... 13207 hectare met 3012 woningen en 7798 inwoners
Grenswijziging per 01-01-1998, ontvangen van:
- Assen (GM0106),
... 2 hectare met 0 woningen en 0 inwoners
- Diever (GM0111),
... 2 hectare met 0 woningen en 0 inwoners
- Dwingeloo (GM0112),
... 1 hectare met 0 woningen en 0 inwoners
- Rolde (GM0126),
... 8 hectare met 0 woningen en 0 inwoners
- Ruinen (GM0127),
... 97 hectare met 5 woningen en 17 inwoners
- Zweeloo (GM0138),
... 312 hectare met 10 woningen en 30 inwoners
Begindatum 01-01-1998

",,,,,,,,,,,,,,,,,,
GM0814,Mierlo,"Opgeheven per 01-01-2004, overgegaan naar:
- Geldrop-Mierlo (GM1771),
... 1786 hectare met 3930 woningen en 10005 inwoners

Grenswijziging per 01-01-1997, overgegaan naar:
- Heeze-Leende (GM1658),
... 488 hectare met 0 woningen en 0 inwoners

Grenswijziging per 01-01-1995, overgegaan naar:
- Helmond (GM0794),
... 480 hectare met 106 woningen en 358 inwoners

Begindatum voor 1830

",,,,,,,,,,,,,,,,,,
GM0815,Mill en Sint Hubert,"Opgeheven per 01-01-2022, overgegaan naar:
- Land van Cuijk (GM1982)

Grenswijziging per 01-01-1995, ontvangen van:
- Cuijk (GM1684),
... 22 hectare met 1 woning en 0 inwoners

Begindatum voor 1830
",,,,,,,,,,,,,,,,,,
GM0265,Millingen aan de Rijn,"Opgeheven per 01-01-2015, overgegaan naar:
- Groesbeek (GM0241),
... 864 hectare met 2588 woningen en 5879 inwoners

Begindatum 01-01-1954

",,,,,,,,,,,,,,,,,,
GM1709,Moerdijk,"Naamswijziging per 04-04-1998,
oude naam: Zevenbergen (GM0878)
Begindatum 04-04-1998

",,,,,,,,,,,,,,,,,,
GM0816,Moergestel,"Opgeheven per 01-01-1997, overgegaan naar:
- Hilvarenbeek (GM0798),
... 19 hectare met 2 woningen en 2 inwoners
- Oisterwijk (GM0824),
... 2751 hectare met 1996 woningen en 5797 inwoners
Begindatum voor 1830

",,,,,,,,,,,,,,,,,,
GM1978,Molenlanden,"Ontstaan per 01-01-2019, ontvangen van:
- Giessenlanden (GM0689),
... 6351 hectare met 5928 woningen en 14540 inwoners
- Molenwaard (GM1927)
... 11821 hectare met 11232 woningen en 29318 inwoners
Begindatum 01-01-2019
",,,,,,,,,,,,,,,,,,
GM1927,Molenwaard,"Opgeheven per 01-01-2019, overgegaan naar:
- Molenlanden (GM1978),
... 11821 hectare met 11232 woningen en 29318 inwoners

Ontstaan per 01-01-2013, ontvangen van:
- Graafstroom (GM0693),
... 6691 hectare met 3588 woningen en 9894 inwoners
- Liesveld (GM0694),
... 4099 hectare met 3785 woningen en 9770 inwoners
- Nieuw-Lekkerland (GM0571)
... 1039 hectare met 3467 woningen en 9526 inwoners
Begindatum 01-01-2013
",,,,,,,,,,,,,,,,,,
GM0562,Monster,"Opgeheven per 01-01-2004, overgegaan naar:
- Westland (GM1783),
... 1431 hectare met 7954 woningen en 20489 inwoners

Begindatum voor 1830

",,,,,,,,,,,,,,,,,,
GM1955,Montferland,"Grenswijziging per 01-01-2007, ontvangen van:
- Zevenaar (GM0299),
... 11 hectare met 1 woning en 3 inwoners

Ontstaan per 01-01-2005, ontvangen van:
- Bergh (GM0207),
... 7382 hectare met 7207 woningen en 18388 inwoners
- Didam (GM0218),
... 3161 hectare met 6232 woningen en 16875 inwoners
Grenswijziging per 01-01-2005, ontvangen van:
- Wehl (GM0292),
... 20 hectare met 0 woningen en 0 inwoners
Begindatum 01-01-2005

",,,,,,,,,,,,,,,,,,
GM0335,Montfoort,"Begindatum voor 1830

",,,,,,,,,,,,,,,,,,
GM0944,Mook en Middelaar,"Grenswijziging per 01-01-2016, overgegaan naar:
- Berg en Dal (GM1945),
... 0 hectare met 0 woningen en 5 inwoners
Begindatum 02-01-1839
",,,,,,,,,,,,,,,,,,
GM0563,Moordrecht,"Opgeheven per 01-01-2010, overgegaan naar:
- Zuidplas (GM1892),
... 1223 hectare met 3104 woningen en 8275 inwoners

Grenswijziging per 01-01-1996, overgegaan naar:
- Gouda (GM0513),
... 161 hectare met 20 woningen en 51 inwoners
Begindatum voor 1830

",,,,,,,,,,,,,,,,,,
GM0424,Muiden,"Opgeheven per 01-01-2016, overgegaan naar:
- Gooise Meren (GM1942),
... 1207 hectare met 2781 woningen en 6206 inwoners
- Weesp (GM0457),
... 235 hectare met 0 woningen en 0 inwoners

Grenswijziging per 01-01-1995, ontvangen van:
- Openbaar Lichaam Z.IJ.P. (GM0996),
... 7 hectare met 0 woningen en 0 inwoners
Begindatum voor 1830
",,,,,,,,,,,,,,,,,,
GM0565,Naaldwijk,"Opgeheven per 01-01-2004, overgegaan naar:
- Westland (GM1783),
... 2460 hectare met 11162 woningen en 29094 inwoners

Begindatum voor 1830

",,,,,,,,,,,,,,,,,,
GM0425,Naarden,"Opgeheven per 01-01-2016, overgegaan naar:
- Gooise Meren (GM1942),
... 2142 hectare met 7675 woningen en 17406 inwoners

Begindatum voor 1830
",,,,,,,,,,,,,,,,,,
GM1740,Neder-Betuwe,"Grenswijziging per 01-01-2014, overgegaan naar:
- Tiel (GM0281),
... 70 hectare met 0 woningen en 20 inwoners

Naamswijziging per 01-04-2003,
oude naam: Kesteren (GM0258)
Begindatum 01-04-2003
",,,,,,,,,,,,,,,,,,
GM0426,Nederhorst den Berg,"Opgeheven per 01-01-2002, overgegaan naar:
- Wijdemeren (GM1696),
... 1162 hectare met 2001 woningen en 5090 inwoners
Begindatum voor 1830

",,,,,,,,,,,,,,,,,,
GM0643,Nederlek,"Opgeheven per 01-01-2015, overgegaan naar:
- Krimpenerwaard (GM1931),
... 2777 hectare met 6388 woningen en 14143 inwoners

Begindatum 01-01-1985

",,,,,,,,,,,,,,,,,,
GM0946,Nederweert,"Begindatum 02-01-1839

",,,,,,,,,,,,,,,,,,
GM0266,Neede,"Opgeheven per 01-01-2005, overgegaan naar:
- Berkelland (GM1859),
... 4587 hectare met 4413 woningen en 10915 inwoners

Begindatum voor 1830
",,,,,,,,,,,,,,,,,,
GM0304,Neerijnen,"Opgeheven per 01-01-2019, overgegaan naar:
- West Betuwe (GM1960),
... 6596 hectare met 4974 woningen en 12468 inwoners

Begindatum 01-01-1978
",,,,,,,,,,,,,,,,,,
GM0412,Niedorp,"Opgeheven per 01-01-2012, overgegaan naar:
- Hollands Kroon (GM1911),
... 6159 hectare met 4861 woningen en 12272 inwoners

Begindatum 01-08-1970
",,,,,,,,,,,,,,,,,,
GM0356,Nieuwegein,"Grenswijziging per 01-01-2001, overgegaan naar:
- Utrecht (GM0344),
... 631 hectare met 68 woningen en 219 inwoners

Begindatum 01-07-1971

",,,,,,,,,,,,,,,,,,
GM0567,Nieuwerkerk aan den IJssel,"Opgeheven per 01-01-2010, overgegaan naar:
- Zuidplas (GM1892),
... 1730 hectare met 8535 woningen en 21604 inwoners

Grenswijziging per 01-01-1995, overgegaan naar:
- Rotterdam (GM0599),
... 69 hectare met 15 woningen en 38 inwoners

Begindatum voor 1830

",,,,,,,,,,,,,,,,,,
GM0817,Nieuw-Ginneken,"Opgeheven per 01-01-1997, overgegaan naar:
- Alphen-Chaam (GM1723),
... 2353 hectare met 590 woningen en 1696 inwoners
- Breda (GM0758),
... 1789 hectare met 3976 woningen en 10435 inwoners
- Oosterhout (GM0826),
... 1 hectare met 0 woningen en 0 inwoners

Begindatum 01-01-1942

",,,,,,,,,,,,,,,,,,
GM0569,Nieuwkoop,"Gemeentelijke herindeling per 01-01-2007, ontvangen van:
- Ter Aar (GM0480),
... 1937 hectare met 3344 woningen en 8964 inwoners
- Liemeer (GM1673),
... 3020 hectare met 2368 woningen en 6961 inwoners
- Nieuwkoop (GM0569),
... 2989 hectare met 4242 woningen en 11062 inwoners

Begindatum voor 1830

",,,,,,,,,,,,,,,,,,
GM0571,Nieuw-Lekkerland,"Opgeheven per 01-01-2013, overgegaan naar:
- Molenwaard (GM1927),
... 1039 hectare met 3467 woningen en 9526 inwoners

Begindatum voor 1830
",,,,,,,,,,,,,,,,,,
GM0170,Nieuwleusen,"Opgeheven per 01-01-2001, overgegaan naar:
- Dalfsen (GM0148),
... 2762 hectare met 2968 woningen en 8122 inwoners
- Staphorst (GM0180),
... 13 hectare met 5 woningen en 17 inwoners
- Zwolle (GM0193),
... 1144 hectare met 69 woningen en 268 inwoners
Begindatum voor 1830

",,,,,,,,,,,,,,,,,,
GM0818,Nieuw-Vossemeer,"Opgeheven per 01-01-1997, overgegaan naar:
- Steenbergen (GM0851),
... 1621 hectare met 920 woningen en 2343 inwoners

Begindatum voor 1830

",,,,,,,,,,,,,,,,,,
GM0104,Nijefurd,"Opgeheven per 01-01-2011, overgegaan naar:
- Súdwest-Fryslân (GM1900),
... 9655 hectare met 4918 woningen en 10971 inwoners

Begindatum 01-01-1984
",,,,,,,,,,,,,,,,,,
GM0121,Nijeveen,"Opgeheven per 01-01-1998, overgegaan naar:
- Meppel (GM0119),
... 2539 hectare met 1154 woningen en 3100 inwoners
- Westerveld (GM1701),
... 2 hectare met 0 woningen en 0 inwoners
Begindatum voor 1830

",,,,,,,,,,,,,,,,,,
GM0267,Nijkerk,"Grenswijziging per 01-01-2014, ontvangen van:
- Barneveld (GM0203),
... 19 hectare met 0 woningen en 19 inwoners
Grenswijziging per 01-01-2014, overgegaan naar:
- Barneveld (GM0203),
... 16 hectare met 0 woningen en 30 inwoners

Grenswijziging per 01-01-2013, ontvangen van:
- Putten (GM0273),
... 12 hectare met 1 woning en 0 inwoners
Grenswijziging per 01-01-2013, overgegaan naar:
- Putten (GM0273),
... 21 hectare met 0 woningen en 0 inwoners

Gemeentelijke herindeling per 01-01-2000, ontvangen van:
- Hoevelaken (GM0253),
... 735 hectare met 3151 woningen en 8568 inwoners
- Nijkerk (GM0267),
... 6957 hectare met 13017 woningen en 27747 inwoners

Grenswijziging per 01-01-1998, overgegaan naar:
- Amersfoort (GM0307),
... 149 hectare met 23 woningen en 63 inwoners

Begindatum voor 1830

",,,,,,,,,,,,,,,,,,
